'20/04/2021 23:56:45.046243', '69226', '67205', '1859'
'20/04/2021 23:56:45.048583', '69239', '67208', '1869'
'20/04/2021 23:56:45.050927', '69239', '67208', '1858'
'20/04/2021 23:56:45.053680', '69235', '67207', '1847'
'20/04/2021 23:56:45.056025', '69241', '67214', '1839'
'20/04/2021 23:56:45.058759', '69257', '67211', '1840'
'20/04/2021 23:56:45.061662', '69257', '67220', '1850'
'20/04/2021 23:56:45.063733', '69258', '67217', '1855'
'20/04/2021 23:56:45.066092', '69274', '67212', '1856'
'20/04/2021 23:56:45.068502', '69268', '67229', '1872'
'20/04/2021 23:56:45.071266', '69270', '67224', '1872'
'20/04/2021 23:56:45.073620', '69273', '67219', '1867'
'20/04/2021 23:56:45.076010', '69293', '67229', '1856'
'20/04/2021 23:56:45.078405', '69283', '67239', '1872'
'20/04/2021 23:56:45.081157', '69297', '67234', '1862'
'20/04/2021 23:56:45.084212', '69290', '67238', '1858'
'20/04/2021 23:56:45.086173', '69306', '67237', '1858'
'20/04/2021 23:56:45.089793', '69319', '67240', '1856'
'20/04/2021 23:56:45.091044', '69323', '67244', '1855'
'20/04/2021 23:56:45.093407', '69327', '67254', '1846'
'20/04/2021 23:56:45.097432', '69334', '67255', '1843'
'20/04/2021 23:56:45.098661', '69343', '67252', '1840'
'20/04/2021 23:56:45.100976', '69353', '67249', '1841'
'20/04/2021 23:56:45.103680', '69360', '67255', '1907'
'20/04/2021 23:56:45.105982', '69353', '67266', '1870'
'20/04/2021 23:56:45.108686', '69365', '67268', '1872'
'20/04/2021 23:56:45.110994', '69368', '67270', '1865'
'20/04/2021 23:56:45.113699', '69381', '67276', '1856'
'20/04/2021 23:56:45.116010', '69391', '67278', '1843'
'20/04/2021 23:56:45.118323', '69395', '67284', '1839'
'20/04/2021 23:56:45.121019', '69398', '67282', '1904'
'20/04/2021 23:56:45.123336', '69406', '67279', '1854'
'20/04/2021 23:56:45.126035', '69411', '67283', '1867'
'20/04/2021 23:56:45.128347', '69416', '67288', '1869'
'20/04/2021 23:56:45.131065', '69408', '67274', '1863'
'20/04/2021 23:56:45.133373', '69410', '67286', '1855'
'20/04/2021 23:56:45.136094', '69426', '67287', '1849'
'20/04/2021 23:56:45.138555', '69420', '67291', '1831'
'20/04/2021 23:56:45.141011', '69412', '67286', '1810'
'20/04/2021 23:56:45.143337', '69411', '67281', '1835'
'20/04/2021 23:56:45.146061', '69393', '67280', '1855'
'20/04/2021 23:56:45.148604', '69393', '67265', '1869'
'20/04/2021 23:56:45.150934', '69375', '67265', '1861'
'20/04/2021 23:56:45.153593', '69346', '67251', '1878'
'20/04/2021 23:56:45.155927', '69334', '67236', '1847'
'20/04/2021 23:56:45.158265', '69294', '67227', '1842'
'20/04/2021 23:56:45.160989', '69259', '67209', '1847'
'20/04/2021 23:56:45.163328', '69229', '67196', '1856'
'20/04/2021 23:56:45.166066', '69181', '67178', '1872'
'20/04/2021 23:56:45.168399', '69133', '67156', '1883'
'20/04/2021 23:56:45.170749', '69084', '67138', '1879'
'20/04/2021 23:56:45.173492', '69035', '67111', '1869'
'20/04/2021 23:56:45.175834', '68979', '67085', '1857'
'20/04/2021 23:56:45.178565', '68923', '67062', '1834'
'20/04/2021 23:56:45.180915', '68863', '67032', '1853'
'20/04/2021 23:56:45.183273', '68811', '66987', '1860'
'20/04/2021 23:56:45.186346', '68751', '66978', '1863'
'20/04/2021 23:56:45.188313', '68687', '66949', '1867'
'20/04/2021 23:56:45.190679', '68620', '66914', '1858'
'20/04/2021 23:56:45.193383', '68557', '66888', '1843'
'20/04/2021 23:56:45.195747', '68501', '66867', '1858'
'20/04/2021 23:56:45.198504', '68439', '66838', '1838'
'20/04/2021 23:56:45.200873', '68385', '66800', '1845'
'20/04/2021 23:56:45.203226', '68330', '66781', '1859'
'20/04/2021 23:56:45.205974', '68289', '66756', '1863'
'20/04/2021 23:56:45.208337', '68241', '66735', '1869'
'20/04/2021 23:56:45.210703', '68193', '66715', '1863'
'20/04/2021 23:56:45.213477', '68149', '66697', '1854'
'20/04/2021 23:56:45.215842', '68120', '66674', '1841'
'20/04/2021 23:56:45.218200', '68079', '66670', '1839'
'20/04/2021 23:56:45.222054', '68055', '66640', '1849'
'20/04/2021 23:56:45.224101', '68029', '66634', '1851'
'20/04/2021 23:56:45.225615', '68004', '66631', '1855'
'20/04/2021 23:56:45.228322', '67985', '66614', '1859'
'20/04/2021 23:56:45.230612', '67967', '66610', '1856'
'20/04/2021 23:56:45.233320', '67955', '66606', '1847'
'20/04/2021 23:56:45.235614', '67930', '66601', '1841'
'20/04/2021 23:56:45.238323', '67929', '66596', '1840'
'20/04/2021 23:56:45.240677', '67926', '66596', '1843'
'20/04/2021 23:56:45.243376', '67921', '66592', '1856'
'20/04/2021 23:56:45.245693', '67921', '66578', '1851'
'20/04/2021 23:56:45.248396', '67915', '66589', '1863'
'20/04/2021 23:56:45.250714', '67918', '66597', '1859'
'20/04/2021 23:56:45.253421', '67927', '66591', '1856'
'20/04/2021 23:56:45.255747', '67936', '66592', '1844'
'20/04/2021 23:56:45.258070', '67940', '66596', '1841'
'20/04/2021 23:56:45.260770', '67945', '66595', '1847'
'20/04/2021 23:56:45.263098', '67972', '66599', '1855'
'20/04/2021 23:56:45.265802', '67964', '66605', '1861'
'20/04/2021 23:56:45.268132', '67989', '66610', '1869'
'20/04/2021 23:56:45.270847', '67996', '66622', '1870'
'20/04/2021 23:56:45.273167', '67995', '66619', '1866'
'20/04/2021 23:56:45.275596', '68015', '66628', '1862'
'20/04/2021 23:56:45.278329', '68035', '66635', '1853'
'20/04/2021 23:56:45.280974', '68046', '66639', '1856'
'20/04/2021 23:56:45.283317', '68051', '66646', '1869'
'20/04/2021 23:56:45.285667', '68081', '66654', '1871'
'20/04/2021 23:56:45.288755', '68081', '66660', '1867'
'20/04/2021 23:56:45.290700', '68101', '66663', '1859'
'20/04/2021 23:56:45.293040', '68116', '66669', '1856'
'20/04/2021 23:56:45.295802', '68125', '66683', '1845'
'20/04/2021 23:56:45.298142', '68140', '66682', '1839'
'20/04/2021 23:56:45.300491', '68145', '66692', '1840'
'20/04/2021 23:56:45.303226', '68162', '66696', '1842'
'20/04/2021 23:56:45.307171', '68178', '66694', '1858'
'20/04/2021 23:56:45.308342', '68195', '66708', '1857'
'20/04/2021 23:56:45.310697', '68198', '66709', '1855'
'20/04/2021 23:56:45.313047', '68215', '66712', '1855'
'20/04/2021 23:56:45.315793', '68227', '66727', '1849'
'20/04/2021 23:56:45.318143', '68235', '66733', '1841'
'20/04/2021 23:56:45.320506', '68254', '66739', '1854'
'20/04/2021 23:56:45.323276', '68263', '66749', '1861'
'20/04/2021 23:56:45.325626', '68273', '66744', '1863'
'20/04/2021 23:56:45.327992', '68284', '66751', '1868'
'20/04/2021 23:56:45.330757', '68302', '66759', '1859'
'20/04/2021 23:56:45.333127', '68312', '66762', '1847'
'20/04/2021 23:56:45.335497', '68322', '66772', '1845'
'20/04/2021 23:56:45.338275', '68338', '66774', '1829'
'20/04/2021 23:56:45.340665', '68347', '66778', '1837'
'20/04/2021 23:56:45.343044', '68363', '66785', '1848'
'20/04/2021 23:56:45.346791', '68384', '66796', '1858'
'20/04/2021 23:56:45.348010', '68399', '66806', '1866'
'20/04/2021 23:56:45.350728', '68387', '66802', '1861'
'20/04/2021 23:56:45.353024', '68414', '66816', '1853'
'20/04/2021 23:56:45.356601', '68435', '66825', '1840'
'20/04/2021 23:56:45.358139', '68457', '66836', '1839'
'20/04/2021 23:56:45.360444', '68462', '66839', '1839'
'20/04/2021 23:56:45.363143', '68475', '66840', '1846'
'20/04/2021 23:56:45.365438', '68491', '66852', '1869'
'20/04/2021 23:56:45.368144', '68507', '66849', '1867'
'20/04/2021 23:56:45.370462', '68518', '66860', '1863'
'20/04/2021 23:56:45.373167', '68529', '66863', '1846'
'20/04/2021 23:56:45.375487', '68543', '66875', '1840'
'20/04/2021 23:56:45.378192', '68557', '66870', '1839'
'20/04/2021 23:56:45.380515', '68571', '66888', '1840'
'20/04/2021 23:56:45.382833', '68583', '66888', '1856'
'20/04/2021 23:56:45.385545', '68588', '66892', '1869'
'20/04/2021 23:56:45.387876', '68595', '66895', '1840'
'20/04/2021 23:56:45.390787', '68609', '66900', '1872'
'20/04/2021 23:56:45.393156', '68616', '66908', '1865'
'20/04/2021 23:56:45.395489', '68612', '66912', '1856'
'20/04/2021 23:56:45.397961', '68625', '66918', '1846'
'20/04/2021 23:56:45.400300', '68631', '66916', '1850'
'20/04/2021 23:56:45.403019', '68636', '66925', '1858'
'20/04/2021 23:56:45.405347', '68651', '66921', '1863'
'20/04/2021 23:56:45.408141', '68652', '66921', '1860'
'20/04/2021 23:56:45.410481', '68658', '66920', '1855'
'20/04/2021 23:56:45.413134', '68655', '66926', '1856'
'20/04/2021 23:56:45.415486', '68654', '66929', '1854'
'20/04/2021 23:56:45.417827', '68661', '66927', '1854'
'20/04/2021 23:56:45.420555', '68665', '66924', '1854'
'20/04/2021 23:56:45.422905', '68663', '66936', '1859'
'20/04/2021 23:56:45.425634', '68662', '66926', '1868'
'20/04/2021 23:56:45.427988', '68658', '66928', '1872'
'20/04/2021 23:56:45.430350', '68658', '66922', '1870'
'20/04/2021 23:56:45.433103', '68650', '66921', '1863'
'20/04/2021 23:56:45.435461', '68651', '66927', '1846'
'20/04/2021 23:56:45.437816', '68660', '66938', '1842'
'20/04/2021 23:56:45.440676', '68643', '66924', '1841'
'20/04/2021 23:56:45.443039', '68638', '66923', '1857'
'20/04/2021 23:56:45.445384', '68646', '66921', '1866'
'20/04/2021 23:56:45.447750', '68642', '66928', '1872'
'20/04/2021 23:56:45.450509', '68639', '66920', '1872'
'20/04/2021 23:56:45.452882', '68627', '66917', '1858'
'20/04/2021 23:56:45.455246', '68630', '66924', '1847'
'20/04/2021 23:56:45.458007', '68629', '66913', '1837'
'20/04/2021 23:56:45.460366', '68620', '66913', '1844'
'20/04/2021 23:56:45.462739', '68631', '66917', '1851'
'20/04/2021 23:56:45.465506', '68636', '66919', '1859'
'20/04/2021 23:56:45.467884', '68622', '66915', '1872'
'20/04/2021 23:56:45.474187', '68616', '66916', '1842'
'20/04/2021 23:56:45.475404', '68621', '66911', '1840'
'20/04/2021 23:56:45.476149', '68622', '66917', '1841'
'20/04/2021 23:56:45.478040', '68591', '66907', '1834'
'20/04/2021 23:56:45.480338', '68615', '66905', '1840'
'20/04/2021 23:56:45.483026', '68618', '66912', '1843'
'20/04/2021 23:56:45.485329', '68609', '66915', '1850'
'20/04/2021 23:56:45.488023', '68617', '66903', '1856'
'20/04/2021 23:56:45.490329', '68611', '66901', '1856'
'20/04/2021 23:56:45.492787', '68608', '66897', '1845'
'20/04/2021 23:56:45.495495', '68614', '66912', '1840'
'20/04/2021 23:56:45.497807', '68597', '66901', '1778'
'20/04/2021 23:56:45.500356', '68606', '66908', '1835'
'20/04/2021 23:56:45.502681', '68609', '66902', '1845'
'20/04/2021 23:56:45.505387', '68608', '66904', '1857'
'20/04/2021 23:56:45.507710', '68594', '66905', '1867'
'20/04/2021 23:56:45.510420', '68604', '66902', '1861'
'20/04/2021 23:56:45.512749', '68605', '66899', '1856'
'20/04/2021 23:56:45.515473', '68609', '66904', '1843'
'20/04/2021 23:56:45.517795', '68598', '66917', '1840'
'20/04/2021 23:56:45.520125', '68610', '66913', '1838'
'20/04/2021 23:56:45.522835', '68613', '66914', '1850'
'20/04/2021 23:56:45.525299', '68623', '66916', '1857'
'20/04/2021 23:56:45.527621', '68618', '66908', '1868'
'20/04/2021 23:56:45.530653', '68620', '66910', '1870'
'20/04/2021 23:56:45.532595', '68612', '66909', '1859'
'20/04/2021 23:56:45.535326', '68625', '66910', '1855'
'20/04/2021 23:56:45.537673', '68632', '66916', '1844'
'20/04/2021 23:56:45.540439', '68636', '66923', '1843'
'20/04/2021 23:56:45.542779', '68643', '66919', '1856'
'20/04/2021 23:56:45.545127', '68654', '66928', '1869'
'20/04/2021 23:56:45.547873', '68654', '66926', '1882'
'20/04/2021 23:56:45.550209', '68657', '66929', '1872'
'20/04/2021 23:56:45.552553', '68663', '66937', '1876'
'20/04/2021 23:56:45.555309', '68670', '66935', '1862'
'20/04/2021 23:56:45.557656', '68675', '66937', '1840'
'20/04/2021 23:56:45.560013', '68673', '66942', '1843'
'20/04/2021 23:56:45.562756', '68686', '66941', '1850'
'20/04/2021 23:56:45.565115', '68701', '66947', '1856'
'20/04/2021 23:56:45.567873', '68709', '66953', '1863'
'20/04/2021 23:56:45.570221', '68704', '66956', '1863'
'20/04/2021 23:56:45.572569', '68714', '66949', '1857'
'20/04/2021 23:56:45.575326', '68725', '66957', '1854'
'20/04/2021 23:56:45.577696', '68722', '66963', '1842'
'20/04/2021 23:56:45.580078', '68744', '66963', '1845'
'20/04/2021 23:56:45.582837', '68744', '66970', '1856'
'20/04/2021 23:56:45.585191', '68749', '66981', '1843'
'20/04/2021 23:56:45.587556', '68752', '66979', '1872'
'20/04/2021 23:56:45.590326', '68757', '66979', '1874'
'20/04/2021 23:56:45.592703', '68772', '66981', '1862'
'20/04/2021 23:56:45.638355', '68851', '67021', '1872'
'20/04/2021 23:56:45.639596', '68857', '67020', '1842'
'20/04/2021 23:56:45.640803', '68849', '67022', '1850'
'20/04/2021 23:56:45.642468', '68872', '67027', '1860'
'20/04/2021 23:56:45.645159', '68874', '67028', '1866'
'20/04/2021 23:56:45.647592', '68873', '67040', '1872'
'20/04/2021 23:56:45.649898', '68885', '67046', '1869'
'20/04/2021 23:56:45.652587', '68888', '67031', '1856'
'20/04/2021 23:56:45.654897', '68898', '67040', '1847'
'20/04/2021 23:56:45.657588', '68902', '67044', '1839'
'20/04/2021 23:56:45.659901', '68908', '67047', '1841'
'20/04/2021 23:56:45.662596', '68909', '67043', '1856'
'20/04/2021 23:56:45.664910', '68909', '67052', '1861'
'20/04/2021 23:56:45.667610', '68923', '67050', '1870'
'20/04/2021 23:56:45.669927', '68921', '67049', '1872'
'20/04/2021 23:56:45.672634', '68931', '67058', '1865'
'20/04/2021 23:56:45.674950', '68937', '67061', '1860'
'20/04/2021 23:56:45.677677', '68946', '67060', '1852'
'20/04/2021 23:56:45.680004', '68952', '67063', '1846'
'20/04/2021 23:56:45.682329', '68965', '67070', '1851'
'20/04/2021 23:56:45.685059', '68969', '67070', '1867'
'20/04/2021 23:56:45.687376', '68981', '67075', '1875'
'20/04/2021 23:56:45.690107', '68968', '67068', '1874'
'20/04/2021 23:56:45.692429', '68977', '67078', '1870'
'20/04/2021 23:56:45.694760', '68992', '67087', '1859'
'20/04/2021 23:56:45.697590', '68998', '67084', '1843'
'20/04/2021 23:56:45.699923', '69009', '67095', '1840'
'20/04/2021 23:56:45.702346', '69019', '67097', '1840'
'20/04/2021 23:56:45.705078', '69014', '67094', '1853'
'20/04/2021 23:56:45.707408', '69023', '67099', '1866'
'20/04/2021 23:56:45.709752', '69033', '67105', '1869'
'20/04/2021 23:56:45.712493', '69039', '67110', '1885'
'20/04/2021 23:56:45.714833', '69056', '67112', '1842'
'20/04/2021 23:56:45.717426', '69056', '67110', '1840'
'20/04/2021 23:56:45.719769', '69068', '67130', '1841'
'20/04/2021 23:56:45.722516', '69076', '67122', '1850'
'20/04/2021 23:56:45.724875', '69088', '67122', '1860'
'20/04/2021 23:56:45.727218', '69087', '67129', '1870'
'20/04/2021 23:56:45.729950', '69109', '67137', '1863'
'20/04/2021 23:56:45.732312', '69119', '67133', '1861'
'20/04/2021 23:56:45.735061', '69119', '67144', '1847'
'20/04/2021 23:56:45.737409', '69123', '67152', '1839'
'20/04/2021 23:56:45.739765', '69138', '67151', '1840'
'20/04/2021 23:56:45.742194', '69138', '67153', '1840'
'20/04/2021 23:56:45.744936', '69142', '67153', '1850'
'20/04/2021 23:56:45.747309', '69156', '67155', '1870'
'20/04/2021 23:56:45.749681', '69158', '67154', '1863'
'20/04/2021 23:56:45.752437', '69154', '67165', '1823'
'20/04/2021 23:56:45.754800', '69158', '67157', '1851'
'20/04/2021 23:56:45.757160', '69160', '67163', '1843'
'20/04/2021 23:56:45.761650', '69151', '67152', '1795'
'20/04/2021 23:56:45.762873', '69147', '67150', '1852'
'20/04/2021 23:56:45.764784', '69132', '67125', '1847'
'20/04/2021 23:56:45.767487', '69108', '67131', '1856'
'20/04/2021 23:56:45.769787', '69093', '67117', '1862'
'20/04/2021 23:56:45.772491', '69068', '67112', '1857'
'20/04/2021 23:56:45.774796', '69028', '67100', '1851'
'20/04/2021 23:56:45.777110', '69005', '67080', '1846'
'20/04/2021 23:56:45.779799', '68970', '67069', '1841'
'20/04/2021 23:56:45.782114', '68927', '67045', '1846'
'20/04/2021 23:56:45.784806', '68890', '67029', '1859'
'20/04/2021 23:56:45.787125', '68844', '67005', '1872'
'20/04/2021 23:56:45.789821', '68788', '66975', '1878'
'20/04/2021 23:56:45.792138', '68733', '66950', '1874'
'20/04/2021 23:56:45.794847', '68685', '66936', '1857'
'20/04/2021 23:56:45.797156', '68630', '66908', '1843'
'20/04/2021 23:56:45.799962', '68570', '66880', '1835'
'20/04/2021 23:56:45.802296', '68518', '66846', '1839'
'20/04/2021 23:56:45.804608', '68459', '66825', '1842'
'20/04/2021 23:56:45.809682', '68404', '66799', '1835'
'20/04/2021 23:56:45.811050', '68359', '66777', '1829'
'20/04/2021 23:56:45.812193', '68306', '66754', '1840'
'20/04/2021 23:56:45.814554', '68261', '66735', '1842'
'20/04/2021 23:56:45.817303', '68210', '66715', '1846'
'20/04/2021 23:56:45.819624', '68172', '66694', '1849'
'20/04/2021 23:56:45.822348', '68124', '66666', '1854'
'20/04/2021 23:56:45.824686', '68087', '66654', '1863'
'20/04/2021 23:56:45.827022', '68049', '66631', '1872'
'20/04/2021 23:56:45.829749', '68024', '66618', '1868'
'20/04/2021 23:56:45.832112', '67987', '66608', '1866'
'20/04/2021 23:56:45.834833', '67967', '66597', '1851'
'20/04/2021 23:56:45.837167', '67940', '66586', '1840'
'20/04/2021 23:56:45.839516', '67919', '66583', '1838'
'20/04/2021 23:56:45.842341', '67915', '66561', '1842'
'20/04/2021 23:56:45.844690', '67896', '66563', '1855'
'20/04/2021 23:56:45.847040', '67889', '66555', '1858'
'20/04/2021 23:56:45.849769', '67874', '66542', '1865'
'20/04/2021 23:56:45.852126', '67874', '66553', '1856'
'20/04/2021 23:56:45.854485', '67878', '66543', '1851'
'20/04/2021 23:56:45.857228', '67864', '66547', '1843'
'20/04/2021 23:56:45.859570', '67873', '66547', '1850'
'20/04/2021 23:56:45.862328', '67868', '66551', '1852'
'20/04/2021 23:56:45.864733', '67874', '66558', '1856'
'20/04/2021 23:56:45.867099', '67892', '66551', '1869'
'20/04/2021 23:56:45.869518', '67890', '66556', '1854'
'20/04/2021 23:56:45.872296', '67902', '66555', '1869'
'20/04/2021 23:56:45.874655', '67906', '66569', '1863'
'20/04/2021 23:56:45.877025', '67916', '66575', '1855'
'20/04/2021 23:56:45.879775', '67934', '66571', '1851'
'20/04/2021 23:56:45.882143', '67940', '66580', '1898'
'20/04/2021 23:56:45.887093', '67966', '66589', '1865'
'20/04/2021 23:56:45.888315', '67975', '66598', '1868'
'20/04/2021 23:56:45.889438', '67988', '66602', '1871'
'20/04/2021 23:56:45.892207', '68000', '66595', '1862'
'20/04/2021 23:56:45.894516', '68018', '66618', '1857'
'20/04/2021 23:56:45.897211', '68034', '66625', '1842'
'20/04/2021 23:56:45.899519', '68044', '66628', '1839'
'20/04/2021 23:56:45.902389', '68065', '66639', '1848'
'20/04/2021 23:56:45.904701', '68081', '66633', '1853'
'20/04/2021 23:56:45.907013', '68096', '66644', '1860'
'20/04/2021 23:56:45.909368', '68107', '66650', '1872'
'20/04/2021 23:56:45.912079', '68120', '66653', '1867'
'20/04/2021 23:56:45.914380', '68136', '66672', '1859'
'20/04/2021 23:56:45.917114', '68151', '66675', '1855'
'20/04/2021 23:56:45.919420', '68161', '66679', '1849'
'20/04/2021 23:56:45.922139', '68166', '66683', '1855'
'20/04/2021 23:56:45.924457', '68179', '66689', '1859'
'20/04/2021 23:56:45.927170', '68185', '66696', '1840'
'20/04/2021 23:56:45.929502', '68196', '66699', '1862'
'20/04/2021 23:56:45.931827', '68213', '66707', '1856'
'20/04/2021 23:56:45.934545', '68220', '66704', '1847'
'20/04/2021 23:56:45.937380', '68241', '66716', '1845'
'20/04/2021 23:56:45.939389', '68245', '66717', '1840'
'20/04/2021 23:56:45.942175', '68244', '66720', '1851'
'20/04/2021 23:56:45.944509', '68265', '66733', '1898'
'20/04/2021 23:56:45.946846', '68285', '66733', '1877'
'20/04/2021 23:56:45.949565', '68289', '66732', '1879'
'20/04/2021 23:56:45.951908', '68292', '66748', '1866'
'20/04/2021 23:56:45.954633', '68313', '66746', '1857'
'20/04/2021 23:56:45.956979', '68322', '66759', '1849'
'20/04/2021 23:56:45.959327', '68342', '66764', '1844'
'20/04/2021 23:56:45.962076', '68346', '66768', '1853'
'20/04/2021 23:56:45.964411', '68369', '66776', '1859'
'20/04/2021 23:56:45.966760', '68374', '66781', '1874'
'20/04/2021 23:56:45.969507', '68396', '66786', '1882'
'20/04/2021 23:56:45.971870', '68407', '66794', '1879'
'20/04/2021 23:56:45.974605', '68409', '66800', '1872'
'20/04/2021 23:56:45.976959', '68424', '66807', '1857'
'20/04/2021 23:56:45.979320', '68436', '66809', '1846'
'20/04/2021 23:56:45.982076', '68442', '66814', '1849'
'20/04/2021 23:56:45.984424', '68460', '66822', '1856'
'20/04/2021 23:56:45.986784', '68482', '66828', '1865'
'20/04/2021 23:56:45.989532', '68483', '66834', '1870'
'20/04/2021 23:56:45.991900', '68490', '66846', '1866'
'20/04/2021 23:56:45.994266', '68507', '66846', '1856'
'20/04/2021 23:56:45.997019', '68516', '66855', '1847'
'20/04/2021 23:56:45.999372', '68529', '66848', '1847'
'20/04/2021 23:56:46.001749', '68526', '66862', '1846'
'20/04/2021 23:56:46.005187', '68544', '66856', '1849'
'20/04/2021 23:56:46.006768', '68549', '66865', '1856'
'20/04/2021 23:56:46.013022', '68568', '66866', '1808'
'20/04/2021 23:56:46.014405', '68565', '66871', '1814'
'20/04/2021 23:56:46.015155', '68577', '66875', '1819'
'20/04/2021 23:56:46.017009', '68565', '66882', '1830'
'20/04/2021 23:56:46.019321', '68584', '66878', '1840'
'20/04/2021 23:56:46.022013', '68589', '66884', '1853'
'20/04/2021 23:56:46.024327', '68598', '66882', '1871'
'20/04/2021 23:56:46.027022', '68602', '66892', '1872'
'20/04/2021 23:56:46.029337', '68602', '66888', '1877'
'20/04/2021 23:56:46.031653', '68597', '66886', '1869'
'20/04/2021 23:56:46.034357', '68608', '66888', '1854'
'20/04/2021 23:56:46.036682', '68612', '66892', '1847'
'20/04/2021 23:56:46.039390', '68605', '66890', '1840'
'20/04/2021 23:56:46.041755', '68615', '66892', '1904'
'20/04/2021 23:56:46.044477', '68606', '66899', '1856'
'20/04/2021 23:56:46.046796', '68612', '66881', '1862'
'20/04/2021 23:56:46.049126', '68608', '66899', '1867'
'20/04/2021 23:56:46.051833', '68605', '66887', '1862'
'20/04/2021 23:56:46.054153', '68606', '66888', '1856'
'20/04/2021 23:56:46.056883', '68614', '66893', '1844'
'20/04/2021 23:56:46.059203', '68609', '66885', '1840'
'20/04/2021 23:56:46.061928', '68602', '66892', '1847'
'20/04/2021 23:56:46.064264', '68600', '66885', '1854'
'20/04/2021 23:56:46.066914', '68609', '66891', '1858'
'20/04/2021 23:56:46.069242', '68611', '66890', '1869'
'20/04/2021 23:56:46.071920', '68600', '66893', '1869'
'20/04/2021 23:56:46.074266', '68604', '66885', '1865'
'20/04/2021 23:56:46.076665', '68607', '66891', '1855'
'20/04/2021 23:56:46.079400', '68601', '66883', '1855'
'20/04/2021 23:56:46.081752', '68594', '66884', '1849'
'20/04/2021 23:56:46.084105', '68607', '66882', '1858'
'20/04/2021 23:56:46.086837', '68610', '66886', '1871'
'20/04/2021 23:56:46.089175', '68601', '66888', '1873'
'20/04/2021 23:56:46.091531', '68594', '66888', '1866'
'20/04/2021 23:56:46.094296', '68604', '66887', '1852'
'20/04/2021 23:56:46.096642', '68608', '66882', '1845'
'20/04/2021 23:56:46.099388', '68608', '66894', '1845'
'20/04/2021 23:56:46.101751', '68598', '66894', '1851'
'20/04/2021 23:56:46.104112', '68611', '66886', '1861'
'20/04/2021 23:56:46.107680', '68608', '66889', '1886'
'20/04/2021 23:56:46.109250', '68613', '66888', '1863'
'20/04/2021 23:56:46.111601', '68618', '66891', '1857'
'20/04/2021 23:56:46.114663', '68623', '66893', '1845'
'20/04/2021 23:56:46.116634', '68616', '66891', '1834'
'20/04/2021 23:56:46.118996', '68605', '66894', '1831'
'20/04/2021 23:56:46.121751', '68619', '66894', '1840'
'20/04/2021 23:56:46.124122', '68636', '66886', '1841'
'20/04/2021 23:56:46.126612', '68625', '66891', '1833'
'20/04/2021 23:56:46.128983', '68626', '66899', '1843'
'20/04/2021 23:56:46.131859', '68623', '66897', '1831'
'20/04/2021 23:56:46.137193', '68621', '66897', '1838'
'20/04/2021 23:56:46.138018', '68636', '66910', '1837'
'20/04/2021 23:56:46.139143', '68640', '66901', '1839'
'20/04/2021 23:56:46.141474', '68640', '66902', '1846'
'20/04/2021 23:56:46.144167', '68652', '66909', '1865'
'20/04/2021 23:56:46.146479', '68643', '66912', '1870'
'20/04/2021 23:56:46.149171', '68655', '66908', '1872'
'20/04/2021 23:56:46.151487', '68665', '66906', '1865'
'20/04/2021 23:56:46.154188', '68661', '66908', '1845'
'20/04/2021 23:56:46.156507', '68673', '66919', '1840'
'20/04/2021 23:56:46.159211', '68680', '66918', '1835'
'20/04/2021 23:56:46.161531', '68689', '66923', '1840'
'20/04/2021 23:56:46.165053', '68691', '66925', '1851'
'20/04/2021 23:56:46.166574', '68695', '66932', '1861'
'20/04/2021 23:56:46.168895', '68717', '66933', '1871'
'20/04/2021 23:56:46.171595', '68710', '66929', '1872'
'20/04/2021 23:56:46.173917', '68717', '66940', '1869'
'20/04/2021 23:56:46.176623', '68721', '66938', '1849'
'20/04/2021 23:56:46.178940', '68731', '66949', '1838'
'20/04/2021 23:56:46.181669', '68735', '66944', '1842'
'20/04/2021 23:56:46.183995', '68751', '66953', '1849'
'20/04/2021 23:56:46.186726', '68750', '66951', '1862'
'20/04/2021 23:56:46.189044', '68755', '66958', '1869'
'20/04/2021 23:56:46.191366', '68767', '66958', '1867'
'20/04/2021 23:56:46.194100', '68773', '66965', '1857'
'20/04/2021 23:56:46.196424', '68782', '66967', '1850'
'20/04/2021 23:56:46.199153', '68784', '66982', '1839'
'20/04/2021 23:56:46.201495', '68790', '66975', '1841'
'20/04/2021 23:56:46.203829', '68797', '66974', '1854'
'20/04/2021 23:56:46.206554', '68810', '66977', '1856'
'20/04/2021 23:56:46.208899', '68810', '66988', '1856'
'20/04/2021 23:56:46.211318', '68811', '66989', '1857'
'20/04/2021 23:56:46.214528', '68820', '66979', '1846'
'20/04/2021 23:56:46.216952', '68831', '66985', '1840'
'20/04/2021 23:56:46.218904', '68847', '66988', '1841'
'20/04/2021 23:56:46.221637', '68837', '66995', '1851'
'20/04/2021 23:56:46.223989', '68852', '66990', '1858'
'20/04/2021 23:56:46.226337', '68855', '66998', '1866'
'20/04/2021 23:56:46.229082', '68868', '66997', '1866'
'20/04/2021 23:56:46.231426', '68865', '67008', '1859'
'20/04/2021 23:56:46.233777', '68882', '67004', '1854'
'20/04/2021 23:56:46.236529', '68880', '67015', '1840'
'20/04/2021 23:56:46.238891', '68891', '67014', '1830'
'20/04/2021 23:56:46.241638', '68892', '67021', '1829'
'20/04/2021 23:56:46.244002', '68906', '67023', '1843'
'20/04/2021 23:56:46.246355', '68907', '67026', '1863'
